"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
4.77,4.69,124,1,86.6,23.72,"Equipo_2","Payments","Low","Success"
19.87,6.16,116,1,71.82,23.74,"Equipo_5","Dashboard","Low","Success"
23.31,9.61,114,0,86.58,39.02,"Equipo_2","Database","High","Success"
16.49,10.13,119,1,82.78,7.65,"Equipo_4","Dashboard","High","Success"
8.58,7.28,123,0,71.23,26.7,"Equipo_3","Auth","Low","Success"
7.05,6.4,102,1,66.43,5.37,"Equipo_3","Database","Medium","Success"
4.23,5.24,137,1,84.01,10.48,"Equipo_4","Auth","High","Success"
9.11,12.58,120,1,49.66,4.23,"Equipo_4","Payments","Low","Success"
8.94,10.45,119,2,66.52,1.04,"Equipo_1","Auth","Critical","Success"
13.34,5.24,121,1,64.2,10.56,"Equipo_2","Auth","Critical","Success"
8.79,8.37,108,1,50.41,42.17,"Equipo_4","Payments","Medium","Failed"
3.82,7.42,130,0,71.78,29.98,"Equipo_2","API","Medium","Success"
8.45,8.05,127,4,73.94,52.87,"Equipo_2","API","Low","Success"
13.26,8.91,127,1,92.84,35.75,"Equipo_1","Database","Low","Success"
10.02,13.47,114,4,47.3,16.98,"Equipo_5","Auth","Low","Success"
3.15,10.68,122,1,83.36,1.35,"Equipo_1","API","Medium","Success"
8.44,8.99,106,0,60.7,46.18,"Equipo_2","Auth","High","Success"
13.25,5.67,109,0,87.55,46.3,"Equipo_4","Auth","Medium","Failed"
8.59,11.95,117,2,67.2,71.29,"Equipo_2","Payments","High","Success"
12.48,9.58,146,0,66.21,20.91,"Equipo_1","Dashboard","Medium","Success"
2.11,8.77,122,0,50.21,4.41,"Equipo_1","Auth","Medium","Success"
16.15,7.12,123,5,94.06,14.09,"Equipo_2","API","Low","Success"
7.39,4.29,142,2,85.95,29.49,"Equipo_5","Dashboard","Low","Success"
14.83,10.27,102,3,98.68,28.27,"Equipo_2","Database","Medium","Rolled_Back"
10.85,7.64,125,0,83.01,2.4,"Equipo_1","Payments","Medium","Success"
4.79,10.83,126,0,57.11,15.15,"Equipo_3","Dashboard","Medium","Success"
3.46,10.71,127,3,61.17,10.44,"Equipo_3","Payments","Low","Failed"
5.18,7.83,130,2,47.66,7.5,"Equipo_3","Dashboard","Medium","Success"
6.54,6.89,126,1,97.52,21.94,"Equipo_5","Database","Low","Success"
12.76,11.57,123,1,51.11,13.01,"Equipo_4","Dashboard","Medium","Success"
17.74,9.52,129,1,59.11,14.24,"Equipo_3","Payments","Low","Success"
10.02,8.55,117,3,93.01,7.36,"Equipo_4","API","Low","Success"
19.32,11.25,117,1,62.19,7.9,"Equipo_1","Payments","Medium","Success"
5.86,12.94,99,0,56.42,14.29,"Equipo_5","API","Low","Success"
18.64,4.45,116,3,67.67,14.27,"Equipo_2","Payments","High","Success"
13.84,8.92,102,0,47.01,33.99,"Equipo_4","Database","Low","Success"
9.19,10.67,122,1,74.13,23.77,"Equipo_2","Auth","Medium","Success"
4.62,6.38,96,3,62.98,40.14,"Equipo_2","Dashboard","Medium","Success"
7.25,6.7,113,0,58.98,6.74,"Equipo_2","API","Medium","Success"
8.23,4.68,112,1,79.2,21.65,"Equipo_2","Database","Low","Success"
6.86,7.83,130,2,83.21,18.25,"Equipo_3","Dashboard","Medium","Success"
9.8,6.39,132,3,71.84,21.81,"Equipo_5","Auth","Medium","Success"
21.21,5.04,127,1,46.47,21.87,"Equipo_3","Auth","Medium","Success"
8.78,12.33,121,0,52.04,15.18,"Equipo_5","API","High","Success"
8.37,4.98,125,1,62.86,32.16,"Equipo_4","Dashboard","Medium","Success"
10.6,8.13,126,1,66.51,48.24,"Equipo_2","API","Low","Success"
7.91,8.23,133,0,52.76,18.35,"Equipo_4","Database","High","Success"
10.97,9.39,110,1,68.84,15.28,"Equipo_4","Auth","Medium","Success"
6.23,5.22,116,0,69.67,8.1,"Equipo_4","API","Medium","Success"
10.19,8.8,99,0,60.09,58.98,"Equipo_2","API","Medium","Success"
16.8,13.82,121,1,68.94,2.91,"Equipo_4","Dashboard","Low","Rolled_Back"
5.05,11.72,116,4,84.21,6.67,"Equipo_5","Database","Medium","Failed"
22.04,6.19,102,0,74.92,9.45,"Equipo_5","Payments","Low","Success"
5.72,7.29,130,2,94.77,0.65,"Equipo_5","Payments","Low","Success"
10.98,8.75,111,3,81.34,43.79,"Equipo_2","Dashboard","High","Success"
8.51,9.8,118,1,90.92,16.03,"Equipo_2","Payments","High","Success"
8.3,9.03,124,1,95.66,20.07,"Equipo_5","API","High","Success"
16.38,7.5,111,0,46.54,38.31,"Equipo_4","Database","Medium","Success"
29.8,9.96,133,1,67.02,26.12,"Equipo_2","Payments","Medium","Success"
11.36,6.63,129,1,74,12.33,"Equipo_1","Dashboard","Medium","Success"
15.01,8.31,129,1,47.41,4.69,"Equipo_4","Auth","Low","Success"
15.99,8.82,121,2,90.85,16.93,"Equipo_5","Payments","Low","Success"
4.93,8.17,126,0,58.08,12.4,"Equipo_2","Database","Low","Success"
10.59,10.13,114,1,56.65,25.44,"Equipo_1","API","Low","Failed"
19.48,6.14,123,0,92.74,9.92,"Equipo_3","API","High","Success"
11.5,6.48,122,1,93.12,32.31,"Equipo_3","Payments","High","Success"
5.9,8.64,138,1,54.95,10.98,"Equipo_3","Database","Medium","Success"
8.76,6.86,103,2,71.96,14.76,"Equipo_1","Auth","High","Success"
6.21,9.53,132,2,89.97,28.75,"Equipo_4","API","Low","Success"
7.42,4.92,112,3,57.99,63.43,"Equipo_5","API","Medium","Success"
11.92,7.24,101,3,64.83,16.7,"Equipo_5","Auth","Medium","Success"
3.19,3.3,137,3,94.68,8.19,"Equipo_1","Auth","Low","Success"
12.24,12.69,108,1,91.06,3.03,"Equipo_3","Payments","Critical","Success"
7.73,8.72,131,1,93.06,18.59,"Equipo_5","Payments","Medium","Success"
15.69,8.48,113,0,78.65,3.93,"Equipo_1","API","Medium","Success"
10.51,6.98,132,4,69.84,7.74,"Equipo_2","Auth","High","Success"
11.93,7.34,117,0,68.53,24.99,"Equipo_5","Payments","Medium","Success"
7.69,3.52,105,1,73.32,8.17,"Equipo_2","Dashboard","Medium","Success"
8.85,7.8,112,1,71.28,9.44,"Equipo_1","Auth","Low","Failed"
7.89,7.12,119,4,79.02,44.79,"Equipo_2","Auth","Medium","Success"
12.22,9.08,125,3,50.55,44.84,"Equipo_1","Database","Medium","Success"
7.74,6.55,136,0,77.37,17.29,"Equipo_1","Dashboard","Medium","Success"
12.34,8.84,107,0,51.32,17.21,"Equipo_5","Payments","Low","Success"
8.17,8.64,126,2,84.95,12.98,"Equipo_4","Auth","Low","Success"
3.25,12.17,113,1,61.95,3.6,"Equipo_1","API","Medium","Success"
4.07,9.25,135,1,79.47,13.18,"Equipo_2","Dashboard","Low","Failed"
7.11,10.44,122,2,48.32,14.79,"Equipo_2","Auth","Low","Success"
7.46,9.47,118,0,45.72,32.78,"Equipo_1","Database","Medium","Success"
12.01,6.18,113,1,72.66,11.93,"Equipo_5","API","Medium","Success"
10.21,6.64,117,0,68.4,21.52,"Equipo_5","Dashboard","Low","Success"
13.19,7.52,110,1,80.84,15.96,"Equipo_3","Auth","Medium","Success"
15.38,4.93,122,2,59.05,15.22,"Equipo_1","Auth","High","Success"
3.55,10.55,122,3,53.99,7.19,"Equipo_2","API","High","Success"
6.84,7.83,117,3,97.89,32.46,"Equipo_3","Auth","Low","Success"
7.08,8.15,125,3,68.95,11.23,"Equipo_3","API","Low","Success"
7.78,8.62,124,0,48.54,2.72,"Equipo_2","Dashboard","Low","Rolled_Back"
9.23,11.04,111,1,93.2,16.03,"Equipo_1","Database","Medium","Success"
18.45,7.16,107,2,71.09,23.68,"Equipo_2","Dashboard","Low","Success"
9.03,5.49,120,1,61.86,13.33,"Equipo_4","API","Medium","Success"
8.48,9.48,116,2,69.81,23.26,"Equipo_2","API","Medium","Success"
4.97,5.25,123,2,68.7,8.75,"Equipo_3","Dashboard","Medium","Success"
3.4,7.58,116,0,82.78,23.09,"Equipo_4","API","Low","Success"
5.2,8.18,133,1,93.04,25.29,"Equipo_4","Dashboard","Low","Success"
9.87,3.86,118,1,73.76,3.39,"Equipo_1","Auth","Medium","Success"
6.76,7.89,124,3,50.87,22.44,"Equipo_2","API","High","Success"
13.06,10.78,122,2,65.59,6.01,"Equipo_5","Dashboard","High","Success"
4.03,9.55,94,2,46.48,72.19,"Equipo_5","Auth","Medium","Success"
15.28,9.43,132,1,61.79,10.31,"Equipo_2","Database","Medium","Rolled_Back"
11.57,7.85,113,0,98.69,23.91,"Equipo_3","API","Low","Success"
12.09,9.1,130,2,95.92,41.15,"Equipo_3","API","Medium","Success"
10.92,6.83,112,1,92.59,5,"Equipo_1","Database","High","Success"
13.94,11.61,119,4,93.34,4.23,"Equipo_2","Database","Low","Success"
8.13,7.53,139,2,57.35,47.04,"Equipo_3","Payments","Medium","Success"
10.57,12.3,115,2,84.3,12.53,"Equipo_3","Payments","Medium","Rolled_Back"
8.81,2.96,103,1,45.12,18.33,"Equipo_4","Payments","Low","Success"
17.68,6.84,116,1,45.2,53.65,"Equipo_3","API","Low","Failed"
5.87,8.66,119,0,71.74,14.86,"Equipo_3","Payments","Medium","Success"
7.03,12.95,117,0,98.23,52.58,"Equipo_4","Auth","Medium","Success"
10.02,5.72,122,1,98.83,26.2,"Equipo_3","Payments","Low","Success"
8.88,8.62,134,4,50.46,5.28,"Equipo_1","Auth","Medium","Rolled_Back"
6.99,6.29,125,0,77.02,39,"Equipo_2","Auth","Medium","Success"
6.83,6.21,112,1,76.57,6.39,"Equipo_5","Database","Medium","Success"
5.93,10.57,106,1,82.73,3.91,"Equipo_1","Auth","Medium","Success"
6.77,7.74,102,1,73.66,15.97,"Equipo_3","Dashboard","High","Success"
13.88,5.12,121,1,93.37,38.31,"Equipo_1","Dashboard","Medium","Success"
11.99,8.39,119,1,78.37,13.9,"Equipo_2","Auth","Low","Success"
6.92,9.03,138,1,55.03,24.71,"Equipo_2","Database","Medium","Success"
16.46,6.21,143,1,86.27,25.79,"Equipo_5","Database","Medium","Success"
13.86,7.26,127,1,95.76,29.84,"Equipo_5","Auth","High","Success"
14.67,11.42,114,0,69.74,24.53,"Equipo_4","Payments","Critical","Success"
7.99,7.51,118,0,75.54,25.34,"Equipo_2","Auth","Low","Success"
7.98,1.36,109,2,87.75,24.5,"Equipo_2","Auth","Low","Success"
5.84,10.06,111,3,81.05,4.71,"Equipo_3","Auth","High","Success"
17.69,6.37,114,2,72.19,37.33,"Equipo_5","API","Medium","Success"
7.98,8.14,129,6,93.24,42.5,"Equipo_3","API","High","Success"
9.01,9.44,124,1,46.63,27.28,"Equipo_5","Database","Low","Success"
14.72,2.22,113,0,70.24,9.61,"Equipo_2","Database","Critical","Success"
6.31,12.28,117,2,86.52,36.12,"Equipo_5","Payments","Medium","Success"
5.33,12.86,115,2,81.85,37.3,"Equipo_3","Dashboard","Low","Success"
12.62,5.87,126,3,46.69,25.64,"Equipo_1","Database","Medium","Success"
4.83,10.41,112,1,79.02,25.37,"Equipo_3","API","Medium","Success"
8.19,14.85,116,1,59.13,11.09,"Equipo_4","Payments","Medium","Success"
6.14,5.33,117,2,46.97,27.66,"Equipo_3","Payments","Critical","Rolled_Back"
4.48,9.99,108,5,97.95,44.68,"Equipo_2","API","Medium","Success"
12.52,5.52,119,2,70.12,22.6,"Equipo_1","Payments","Low","Success"
8.29,6.48,90,2,82.74,14.38,"Equipo_3","Database","Medium","Rolled_Back"
1.62,7.08,113,3,98.07,15.05,"Equipo_3","Auth","Low","Failed"
12.16,7.56,123,1,88.61,6.71,"Equipo_5","Auth","Medium","Success"
14.01,11.85,105,0,91.5,3.1,"Equipo_5","Dashboard","Medium","Success"
17.9,10.89,111,3,62.68,49.31,"Equipo_2","API","Medium","Success"
16.28,10.65,130,1,72.36,20.53,"Equipo_4","Database","Low","Success"
25.67,9.14,129,1,56.89,30.92,"Equipo_1","Database","Low","Success"
9.95,10.33,110,0,99.28,43.25,"Equipo_2","Payments","Medium","Success"
11.37,7.56,108,1,53.6,6.78,"Equipo_2","Payments","Low","Success"
11.07,6.71,119,2,75.15,9.08,"Equipo_3","Payments","Low","Success"
16.51,5.67,112,0,80.99,29.61,"Equipo_1","Auth","Medium","Failed"
10.56,5.7,89,1,69.31,49.08,"Equipo_3","Database","Low","Success"
7.39,10.22,118,2,72.21,20.11,"Equipo_2","Payments","Low","Success"
7.99,6.77,103,2,50.14,2.67,"Equipo_1","Payments","Low","Success"
7.78,5.02,127,0,66.02,21.25,"Equipo_2","API","Medium","Success"
10.49,12.05,115,2,99.87,1.82,"Equipo_1","Database","Medium","Success"
12.17,11.97,119,3,87.26,48.66,"Equipo_1","API","Low","Failed"
11.34,10.9,128,1,57.22,29.19,"Equipo_5","Database","Low","Failed"
10.15,7.78,127,1,46.26,20.93,"Equipo_1","Auth","Low","Success"
15.59,3.86,109,1,49.23,37.66,"Equipo_1","Dashboard","Medium","Success"
3.85,10.33,133,2,65.07,68.56,"Equipo_5","Database","Low","Rolled_Back"
7.66,8.37,116,0,95.47,18.28,"Equipo_1","Dashboard","High","Success"
8.76,6.4,121,1,82.26,3.74,"Equipo_5","Database","Low","Rolled_Back"
11.23,8.17,109,1,74.48,1.48,"Equipo_2","Database","Medium","Success"
5.62,7.08,136,1,97.22,42.27,"Equipo_2","API","Low","Success"
14.86,10.6,130,0,87.21,3.89,"Equipo_2","API","High","Success"
9.59,4.67,113,3,55.89,34.42,"Equipo_2","Database","Critical","Success"
13.94,11.08,129,2,81.98,7.85,"Equipo_5","Payments","Medium","Success"
9.36,7.1,132,1,51.05,11.79,"Equipo_5","Database","Low","Success"
3.81,9.62,125,2,78.42,41.41,"Equipo_1","Payments","Medium","Success"
9.97,6.13,113,1,83.39,15.23,"Equipo_1","API","Low","Success"
11.22,9.64,122,1,88.09,7.37,"Equipo_1","API","Medium","Success"
5.62,4,124,1,65.94,3.03,"Equipo_3","Dashboard","Low","Success"
8.97,5.35,123,0,68.95,16.12,"Equipo_4","API","High","Success"
7.39,11.31,114,1,65.62,10.03,"Equipo_2","Payments","Medium","Success"
6.49,1.52,95,2,54.86,12.04,"Equipo_1","Auth","High","Success"
9.02,9.73,109,0,47.99,15.45,"Equipo_1","API","Medium","Success"
2.98,8.03,119,2,74.45,36.69,"Equipo_5","Database","Low","Success"
7.77,4.93,122,2,85.98,4.64,"Equipo_3","Dashboard","Low","Success"
18,6.62,129,1,89.22,17.6,"Equipo_3","Dashboard","Medium","Success"
5.3,8.65,106,4,83.23,8.64,"Equipo_2","Auth","Medium","Success"
8.81,7.56,108,1,73.76,27.51,"Equipo_5","API","Medium","Success"
7.65,9.12,133,4,78.5,9.35,"Equipo_5","Database","Medium","Success"
9.59,9.02,117,3,45.07,24.46,"Equipo_5","API","Medium","Success"
5.22,13.66,123,3,61.38,30.23,"Equipo_4","Payments","High","Success"
12.59,6.8,120,5,70.26,1.65,"Equipo_4","Auth","Low","Success"
7.42,9.43,125,2,59.11,15.15,"Equipo_1","Payments","Medium","Success"
23.97,7.44,103,0,61.61,5.57,"Equipo_4","Payments","Medium","Success"
29.21,4.66,104,2,64.47,6.19,"Equipo_4","Auth","High","Success"
12.55,9,101,2,84.56,11.86,"Equipo_5","Dashboard","Critical","Success"
8.44,3.84,117,2,86.12,8.66,"Equipo_1","Auth","Medium","Success"
6.58,9.9,133,2,86.44,33.45,"Equipo_5","Database","Medium","Success"
10.94,8.2,142,3,60.46,36.42,"Equipo_5","Database","Low","Success"
11.13,9.58,141,1,88.97,30.5,"Equipo_4","Payments","Low","Success"
10.64,5.74,119,1,55.35,26.62,"Equipo_2","Dashboard","Low","Success"
8.65,7.14,103,2,86.24,5.51,"Equipo_4","Auth","High","Success"
8.6,5.45,128,3,72.94,14.53,"Equipo_3","Database","High","Success"
4.31,10.59,97,0,49.09,29.09,"Equipo_4","Auth","Low","Success"
8.75,4.36,120,3,57.57,32.48,"Equipo_2","Payments","High","Success"
5.84,10.08,121,1,99.15,33.52,"Equipo_4","Auth","Medium","Rolled_Back"
8.58,8.73,134,2,49.75,29.02,"Equipo_3","Dashboard","Critical","Success"
9.32,10.26,114,2,94.16,37.39,"Equipo_1","Auth","Critical","Failed"
8.71,8.64,135,1,87.32,14.89,"Equipo_2","Payments","High","Failed"
6.49,10.11,118,3,86.68,9.56,"Equipo_2","Dashboard","High","Success"
12.29,7.62,118,0,94.77,40.11,"Equipo_5","Payments","Medium","Success"
8.02,5.59,120,0,46.93,35.97,"Equipo_1","API","Low","Success"
14.12,2.86,122,3,82.71,7.15,"Equipo_4","API","Low","Success"
11.1,11.94,112,1,57.03,17.41,"Equipo_5","Dashboard","Low","Success"
5.5,11.21,116,1,70.42,17.25,"Equipo_2","API","Medium","Success"
15.31,3.6,123,4,67.32,47.47,"Equipo_4","API","High","Failed"
10.33,10.73,117,6,80.39,6.36,"Equipo_3","API","High","Success"
6.51,6.58,136,3,52.2,15.33,"Equipo_2","Payments","Low","Success"
4.64,9.29,132,2,79.88,15.93,"Equipo_4","API","Low","Success"
18.79,6.7,114,2,50.8,7.34,"Equipo_2","Database","Low","Success"
13.98,12.03,125,0,89.87,39.35,"Equipo_4","Database","Low","Success"
7.22,11.35,131,0,58.12,33.43,"Equipo_1","Payments","Medium","Success"
5.34,10.84,119,2,86.88,14.9,"Equipo_5","API","Medium","Success"
12.9,6.88,105,3,77.92,7.34,"Equipo_5","API","Medium","Success"
6.7,7.13,121,0,46.66,9.61,"Equipo_3","Dashboard","High","Success"
9.76,8.41,143,2,90.33,43.08,"Equipo_3","Database","Medium","Success"
10.01,6.71,112,4,63.37,13.69,"Equipo_3","API","Low","Success"
10.45,5.11,104,1,79.21,18.61,"Equipo_2","Payments","Medium","Success"
5.35,7.52,117,2,60.94,8.85,"Equipo_5","Payments","Medium","Success"
6.59,5.33,124,2,97.27,22.09,"Equipo_2","Database","Medium","Success"
8.37,8.82,140,2,55.23,22.77,"Equipo_1","Dashboard","High","Success"
18.17,6.84,125,1,75.11,9.93,"Equipo_5","Dashboard","Medium","Success"
6.57,7.19,114,0,95.98,21.27,"Equipo_1","Payments","Low","Success"
13.21,3.84,107,2,60.94,17.7,"Equipo_5","Database","Low","Success"
11.52,12.27,139,0,92.63,54.26,"Equipo_3","Dashboard","Medium","Success"
19.34,7.68,113,0,83.76,5.86,"Equipo_1","Dashboard","Critical","Success"
9.11,7.3,114,2,63.76,16.78,"Equipo_4","Auth","Low","Success"
5.21,10.94,127,2,91.42,29.53,"Equipo_4","Database","High","Success"
8.12,5.49,129,0,69.86,16.02,"Equipo_3","Auth","Medium","Failed"
14.66,6.18,117,3,45.88,21.58,"Equipo_1","API","Medium","Success"
5.54,9.8,125,1,70.77,35.61,"Equipo_2","Payments","Low","Success"
12.28,10.05,132,0,53.87,7.28,"Equipo_1","Dashboard","High","Success"
18,3.72,127,1,50.2,52.91,"Equipo_1","API","Low","Success"
16.89,8.27,133,0,58.75,50.96,"Equipo_1","Database","Medium","Success"
8.52,8.44,130,4,67.51,31.89,"Equipo_3","API","Low","Success"
6.18,8.43,114,2,91.71,8.63,"Equipo_2","Database","Low","Success"
3.74,10.67,101,0,84.03,26.87,"Equipo_1","Auth","Medium","Success"
4.45,4.5,123,2,72.78,11.6,"Equipo_1","API","Medium","Failed"
17.05,7.01,110,2,86.01,21.31,"Equipo_4","Database","Low","Success"
8.28,4.52,124,2,57.71,51.06,"Equipo_5","Auth","Medium","Success"
7.3,7.49,104,1,92.39,40.76,"Equipo_5","Payments","Low","Success"
14.86,5.07,122,1,68.71,37.84,"Equipo_3","Payments","Medium","Success"
10.84,7.39,112,1,83.82,28.16,"Equipo_2","Auth","High","Success"
13.87,8.69,121,1,95.34,4.09,"Equipo_2","Payments","Low","Rolled_Back"
7.18,9.56,127,1,57.41,27.96,"Equipo_4","Database","High","Success"
11.36,7.56,109,4,46.26,9.77,"Equipo_1","Database","Critical","Success"
10.34,8.04,110,2,77.29,41.14,"Equipo_3","Auth","Medium","Success"
8.68,7.87,127,0,85.97,9.53,"Equipo_2","Database","Low","Rolled_Back"
6.02,6.99,125,2,64.89,14.13,"Equipo_5","Auth","Low","Success"
3.73,8.03,129,1,59.55,14.76,"Equipo_2","Database","Low","Success"
7.3,4.13,113,2,67.43,66.7,"Equipo_1","API","Medium","Failed"
8.36,4.5,110,1,76.95,25.73,"Equipo_4","Auth","Medium","Success"
14.73,7.22,139,3,79.98,4.29,"Equipo_4","Auth","Medium","Success"
13.32,3.62,115,0,84.54,50.29,"Equipo_4","Dashboard","Medium","Success"
7.4,9.44,122,1,72.13,38.99,"Equipo_1","API","Critical","Success"
9.46,4.55,98,2,99.82,3.99,"Equipo_4","Payments","Low","Failed"
10.88,7.74,109,3,48.5,42.59,"Equipo_5","API","Medium","Success"
9.06,7.74,117,1,61.53,15.2,"Equipo_4","Auth","Low","Success"
9.04,12.58,107,1,97.28,36.05,"Equipo_5","API","Medium","Success"
7.68,5.58,106,0,50.63,22.16,"Equipo_4","Database","Medium","Success"
9.59,4.84,106,1,74.01,23.81,"Equipo_4","Payments","Low","Success"
3.22,12.07,136,1,48.72,21.32,"Equipo_3","API","Low","Success"
5.12,3.53,106,2,74.18,17.8,"Equipo_1","Dashboard","Low","Success"
6.13,6.94,129,0,85.94,30.67,"Equipo_3","Database","Low","Rolled_Back"
22.65,10.54,104,0,80.84,55.58,"Equipo_3","Dashboard","Low","Success"
9,7.99,110,0,50.09,9.03,"Equipo_2","Database","High","Success"
4.33,8.35,113,1,57.76,51.01,"Equipo_1","Dashboard","Low","Success"
5.89,11.18,141,2,70.79,35.78,"Equipo_4","Payments","Medium","Success"
12.84,9.38,107,1,89.73,16.88,"Equipo_5","Payments","Critical","Success"
4.17,4.74,113,1,63.98,23.74,"Equipo_3","Dashboard","High","Success"
4.25,8.44,125,4,99.14,14.08,"Equipo_3","Auth","Low","Success"
7.27,6,120,3,90.14,23.27,"Equipo_2","API","Medium","Success"
7.47,9.73,111,2,69.55,25.08,"Equipo_3","Database","Medium","Success"
8.92,8.34,128,3,99.7,19.27,"Equipo_4","Payments","High","Success"
5.35,8,117,1,94.63,17.99,"Equipo_5","Payments","Medium","Success"
14.05,3.25,127,2,47.95,27.12,"Equipo_4","Dashboard","Medium","Success"
17.71,9.39,126,0,90,19.47,"Equipo_3","API","Low","Success"
4.59,8.77,144,0,46.66,12.05,"Equipo_4","API","Low","Success"
11.79,4.16,125,5,67.24,11.64,"Equipo_3","Dashboard","Medium","Failed"
10.49,6.16,110,1,69.09,12.08,"Equipo_5","Payments","Medium","Success"
6.72,6.6,129,1,61.19,60.24,"Equipo_5","Payments","Medium","Failed"
7.97,9.53,134,2,83.09,7.37,"Equipo_5","Auth","Low","Success"
8.13,4.08,97,0,46,4.37,"Equipo_1","Database","High","Success"
4.52,4.81,118,1,88.96,17.01,"Equipo_3","Database","Low","Success"
9.16,9.05,115,1,63.13,6.48,"Equipo_2","Payments","Low","Success"
6.03,8.06,112,2,59.77,36.67,"Equipo_3","Payments","Low","Success"
3.26,7.14,110,3,59.59,1.28,"Equipo_5","Database","Medium","Success"
8.22,8.68,121,0,75.87,11.46,"Equipo_4","Dashboard","High","Success"
9.69,7.37,141,1,46.47,24.62,"Equipo_1","API","Low","Success"
7.67,3.46,112,1,87.12,14.78,"Equipo_3","API","Medium","Success"
12.95,5.01,126,2,82.76,9.75,"Equipo_1","Auth","High","Success"
15.54,9.22,115,1,51.36,15.65,"Equipo_2","Database","Medium","Success"
9.99,5.1,131,1,62.45,20.68,"Equipo_5","Auth","Low","Rolled_Back"
11.99,11.62,136,3,55.44,13.61,"Equipo_1","API","High","Success"
7.61,11.71,124,1,89.07,5.44,"Equipo_1","API","Medium","Success"
9.88,4.32,124,2,66.88,13.8,"Equipo_4","API","Medium","Success"
25.31,10.62,119,2,73.55,16.41,"Equipo_3","Dashboard","Low","Success"
10.19,8.34,125,2,70.1,2.58,"Equipo_2","API","Medium","Success"
16.7,8.63,116,0,55.62,11.85,"Equipo_3","Payments","Low","Success"
4.06,8.2,111,0,98.48,20.49,"Equipo_1","Dashboard","High","Success"
4.9,8.9,105,0,47.01,10.06,"Equipo_5","Auth","Medium","Success"
10.41,7,109,4,69.35,12.5,"Equipo_4","Database","Low","Success"
4,6.58,138,2,75.73,5.82,"Equipo_3","Dashboard","Medium","Failed"
13.65,12.36,104,3,51.13,4.99,"Equipo_2","Database","Low","Success"
5.89,5.82,114,0,45.12,54.59,"Equipo_2","Auth","Low","Success"
15.44,6.25,111,1,52.65,5.15,"Equipo_1","Database","High","Success"
8.99,5.21,116,0,79.74,37.98,"Equipo_5","Database","Low","Success"
6.63,8.7,130,0,87.92,31.91,"Equipo_2","Payments","Medium","Success"
6.61,6.43,106,3,46.81,5.04,"Equipo_5","Database","Medium","Success"
7.44,8.23,114,2,91.8,32.09,"Equipo_2","Auth","Medium","Success"
5.56,8.78,119,0,65.44,8.58,"Equipo_1","API","Low","Success"
11.3,14.17,143,3,82.46,12.95,"Equipo_1","Dashboard","Medium","Success"
3.59,4.78,126,0,64.18,8.07,"Equipo_5","Database","High","Success"
7.35,11.02,111,0,72.52,6.36,"Equipo_5","API","High","Success"
7.21,8.32,114,3,47.53,12.8,"Equipo_3","Dashboard","Medium","Failed"
7.67,4.95,131,1,46.54,21.1,"Equipo_5","Payments","Low","Success"
11.75,12.87,116,3,74.48,92.41,"Equipo_5","Database","Low","Success"
3.98,11.47,123,1,74.41,9.68,"Equipo_5","Database","Low","Success"
10.24,9.26,96,0,69.61,27.6,"Equipo_3","API","Medium","Success"
4.93,12.63,116,4,60.04,19.11,"Equipo_5","Payments","Medium","Success"
5.04,8.85,122,2,74.5,14.57,"Equipo_3","Payments","Medium","Success"
5.71,7.27,122,3,83.11,9.86,"Equipo_2","Dashboard","Medium","Success"
19.12,10.45,123,3,52.5,28.39,"Equipo_3","API","Critical","Success"
6,11.18,115,4,66.63,18.02,"Equipo_4","Auth","Medium","Success"
10.85,3.43,128,3,93.27,20.93,"Equipo_3","Payments","Medium","Success"
11.59,8.96,113,2,73.53,18.84,"Equipo_3","Auth","Medium","Success"
2.94,10.68,125,0,95.86,14.17,"Equipo_1","Auth","Medium","Failed"
20.24,9.36,134,4,76.7,13.89,"Equipo_2","Dashboard","Medium","Success"
6.04,7.26,116,2,45.63,13.66,"Equipo_3","Dashboard","High","Failed"
18.15,6.61,130,3,82.99,10.15,"Equipo_2","Dashboard","Medium","Success"
6.27,7.15,113,1,53.85,37.8,"Equipo_3","API","Low","Success"
10.43,8.46,112,2,65.02,49.8,"Equipo_4","Dashboard","Low","Failed"
13.34,7.2,138,0,55.92,5.69,"Equipo_3","Payments","Low","Success"
6.79,8.25,107,0,81.86,1.52,"Equipo_3","Database","Low","Success"
5.35,9.49,136,0,58.57,23.35,"Equipo_4","Database","Low","Success"
10.49,9.87,104,2,74.34,37.31,"Equipo_4","Dashboard","Low","Success"
2.35,7.63,137,0,49.76,4.81,"Equipo_5","API","Low","Success"
4.71,5.63,108,1,53.61,26.67,"Equipo_3","Dashboard","Medium","Success"
8.53,7.79,131,1,99.28,42.91,"Equipo_5","API","Medium","Success"
14.36,8.24,117,4,84.67,59.48,"Equipo_3","API","Low","Rolled_Back"
6.89,2.81,128,2,49.17,24.57,"Equipo_5","Dashboard","Medium","Success"
3.98,3.25,129,0,65.48,16.86,"Equipo_4","Auth","Medium","Success"
17.15,7.28,123,1,81.35,7.09,"Equipo_1","Payments","Low","Success"
10.67,6.02,118,2,87.46,9.83,"Equipo_4","Payments","Medium","Success"
8.59,6.82,131,2,76.39,12.94,"Equipo_2","Dashboard","High","Success"
6.83,6.3,124,3,84.38,24.09,"Equipo_5","Payments","Medium","Success"
